cid,cid_geom
NDAA274,POINT(-100.2714812200495 48.8933694679168)
NDAA397,POINT(-98.0975092983211 48.55471523908627)
NDAA106,POINT(-100.1628347360532 47.61811854749593)
NDAA485,POINT(-97.87346162121271 46.35743336011048)
KSCA067,POINT(-96.36941410452448 39.62156450304177)
KSCA409,POINT(-95.71019835411511 38.23441475411443)
NDAA206,POINT(-97.49610793702932 47.82517594164559)
NDAA099,POINT(-97.4703169168803 47.90018506541407)
NDAA241,POINT(-100.7838602255962 47.04106348185518)
NDAA033,POINT(-101.1941835989504 46.89501258661085)
NDAA177,POINT(-101.9962888975949 46.21667808970268)
OKCA421,POINT(-98.82498501048771 34.94773904613822)
KSCA346,POINT(-96.1364859633811 39.09720078329033)
KSCA348,POINT(-96.04359819032562 39.03918327768181)
KSCA605,POINT(-96.04428059182771 39.36892096527877)
NDAA338,POINT(-99.72771822050521 47.02808919792668)
NDAA444,POINT(-97.88996744790774 47.94117918687534)
NDAA209,POINT(-102.1544651941584 47.15668982857825)
NDAA418,POINT(-100.6886939792532 47.34087805417332)
NDAA411,POINT(-103.3221305295843 47.58672826122051)
NDAA168,POINT(-103.3018302513634 47.5531048409314)
NDAA264,POINT(-102.7690164663763 46.49081390618158)
NDAA292,POINT(-101.067499611648 46.97475150611379)
NDAA436,POINT(-99.3030732696235 46.23028627199983)
NDAA129,POINT(-98.31653907682066 46.88012328665057)
NDAA303,POINT(-101.7370294395557 47.27884724548289)
NDAA502,POINT(-102.4274646978492 47.74650989072765)
NDAA198,POINT(-98.5649528253617 46.43737248618191)
NDAA480,POINT(-101.533718559402 47.51022731753741)
NDAA144,POINT(-100.9079744313183 46.6753368223527)
NDAA157,POINT(-99.19825190427028 48.12414050012563)
NDAA018,POINT(-99.47819342659814 46.53457825778199)
NDAA139,POINT(-100.2958178933426 48.72290388287117)
NDAA542,POINT(-100.4113717274647 48.49450995499614)
NDAA195,POINT(-100.9589676398153 48.19288828007623)
NDAA301,POINT(-100.5871299419058 47.87305523752372)
NDAA222,POINT(-99.44724513191895 46.11108168583836)
KSCA490,POINT(-96.34811080873375 39.24413202481777)
KSCA007,POINT(-97.25926165351653 39.33075642168907)
NDAA532,POINT(-98.14433623882121 46.31159158742226)
NDAA042,POINT(-97.2608745273211 48.32053317124767)
NDAA210,POINT(-99.37968697085502 46.61445058941792)
NDAA015,POINT(-98.97460486984578 46.1909183320303)
NDAA519,POINT(-101.8858972348087 48.22454222656237)
NDAA381,POINT(-101.5814902079273 47.67233817146693)
KSCA095,POINT(-96.81051046448913 39.43123360021379)
KSCA599,POINT(-96.83724732178916 38.9016316151836)
KSCA736,POINT(-96.90922659771718 38.82524114283382)
KSCA398,POINT(-97.16743495152787 39.15812928374865)
KSCA412,POINT(-96.0243099658907 39.52407754767938)
KSCA037,POINT(-95.8844844831942 39.89890499190864)
KSCA653,POINT(-95.10445871712544 38.85997104841725)
KSCA620,POINT(-96.42784922882086 39.16665249236649)
KSCA477,POINT(-96.40381601311616 39.60328422509607)
KSCA481,POINT(-95.09182505290977 37.43949385436972)
KSCA506,POINT(-96.75348326314297 39.04706930306033)
KSCA159,POINT(-95.65301857919827 37.27297076639475)
KSCA296,POINT(-96.68713396333257 37.61933459800405)
KSCA272,POINT(-97.15287165811908 39.16981738393986)
KSCA365,POINT(-96.2464893257342 39.37863278166503)
KSCA378,POINT(-96.7154620425903 38.66497283102209)
KSCA688,POINT(-96.86690199161153 39.0926818444164)
KSCA169,POINT(-96.10952127990716 37.07026988199718)
KSCA069,POINT(-96.7331359426781 39.16660664690306)
KSCA288,POINT(-96.28090070904155 38.39036121947708)
KSCA488,POINT(-96.44100355802975 37.89948742117308)
KSCA598,POINT(-95.38226844168692 38.70979165232244)
KSCA635,POINT(-96.34333809874468 37.71650450058078)
KSCA410,POINT(-95.59029006177857 37.381422617108)
KSCA379,POINT(-97.01866786516626 39.93152291689513)
KSCA515,POINT(-95.91458723251115 39.76704380882872)
KSCA513,POINT(-95.87709625626314 38.28039958663107)
KSCA511,POINT(-95.41173212684444 38.42154531558253)
KSCA510,POINT(-96.0829419704186 38.02847637658848)
KSCA508,POINT(-95.07307510461968 39.34034708236528)
KSCA507,POINT(-95.14224902204134 38.42704502602322)
KSCA189,POINT(-95.53849356286564 37.56092816289787)
KSCA082,POINT(-95.30216376585874 38.44410138411692)
KSCA504,POINT(-95.53643746919948 39.21836859679971)
KSCA192,POINT(-95.30097135569231 38.28282754405606)
KSCA502,POINT(-95.39730686223439 39.57106761794132)
KSCA193,POINT(-95.79220975873783 39.70798941194763)
KSCA500,POINT(-95.61493602679559 37.40767924388648)
KSCA494,POINT(-95.56177706383158 38.62010488828608)
KSCA085,POINT(-96.04336478293992 38.34368080625565)
KSCA486,POINT(-96.18633726854225 38.88747283241087)
KSCA484,POINT(-94.94146797520092 37.52979608157352)
KSCA482,POINT(-95.53374670332987 39.82739530349428)
KSCA197,POINT(-95.13609310316585 38.61365966373064)
KSCA478,POINT(-96.88485585403106 38.04110793374868)
KSCA476,POINT(-97.16868595954642 38.24481207574276)
KSCA473,POINT(-95.94883732167823 37.81277780629163)
KSCA198,POINT(-95.09823985926418 37.74562719130467)
KSCA472,POINT(-95.68675349640226 39.17390436240605)
KSCA200,POINT(-96.68263338416493 37.0384236447184)
KSCA471,POINT(-96.74020096058354 38.49887833731436)
KSCA260,POINT(-94.67701126716436 38.87780889924566)
KSCA201,POINT(-94.6643931310891 37.92887363001848)
KSCA467,POINT(-94.97063809159143 38.9655870976643)
KSCA202,POINT(-96.67988961569324 37.26281339456713)
KSCA464,POINT(-94.68603149077882 37.2767261974754)
KSCA203,POINT(-96.77257416979892 38.69064763083075)
KSCA463,POINT(-95.12828452497455 38.27886615541625)
NDAA169,POINT(-98.9561926588064 48.74327937889344)
NDAA401,POINT(-102.1823580182294 47.65626516702598)
NDAA322,POINT(-102.5453291481852 47.08512979205759)
NDAA122,POINT(-101.9404912533793 47.19313775027754)
NDAA152,POINT(-99.49829242504025 47.10558120250217)
NDAA446,POINT(-97.09336656925257 48.03764234826948)
NDAA017,POINT(-100.6600565992528 47.71475501354622)
NDAA531,POINT(-103.3686817051194 48.01900351596234)
NDAA023,POINT(-101.2369922833217 46.43911771551539)
NDAA025,POINT(-100.0224531914808 47.73913578141691)
NDAA040,POINT(-102.4418939056512 48.65059959934509)
NDAA052,POINT(-101.4943915725738 45.95633901430205)
NDAA075,POINT(-99.72698368880819 46.81150320186514)
NDAA077,POINT(-102.8813158963718 46.7341301776122)
NDAA524,POINT(-101.8028254514672 46.42976680031082)
NDAA098,POINT(-101.4078175137316 46.75904289874339)
NDAA113,POINT(-101.9095532614334 46.59561079429606)
KSCA582,POINT(-96.92970289585944 38.94886263301551)
KSCA552,POINT(-96.79753335631798 38.62017185511847)
KSCA391,POINT(-94.71787544279003 37.23507411698577)
NDAA117,POINT(-103.0513062558417 46.0126448726525)
NDAA121,POINT(-101.9525052153056 46.55987351709353)
NDAA186,POINT(-99.08939034270483 46.7913248377865)
NDAA196,POINT(-101.9977852813462 46.40367789190969)
NDAA203,POINT(-100.7977185352227 48.28122578009974)
NDAA214,POINT(-101.5901298702888 47.20661144403818)
NDAA253,POINT(-102.7514752169665 46.53040247142042)
NDAA262,POINT(-98.70261901778643 46.46978628942878)
NDAA012,POINT(-100.337885283639 46.85909325893837)
NDAA372,POINT(-100.4571658354631 46.19119002865318)
NDAA366,POINT(-99.71427804177577 47.93090478554124)
NDAA356,POINT(-98.62267593216241 48.6873104122437)
NDAA282,POINT(-101.3325621864189 46.45764654317493)
KSCA768,POINT(-96.82762178642088 39.54866022181298)
KSCA499,POINT(-95.1855490390349 38.54196611294198)
NDAA379,POINT(-101.2906480468369 46.63565814724978)
NDAA382,POINT(-101.2324628346235 46.61745701415301)
NDAA373,POINT(-100.5231362000946 46.52410107433088)
NDAA388,POINT(-101.4516637489607 46.79430213547465)
NDAA512,POINT(-103.0492582874224 47.94448822182061)
NDAA416,POINT(-101.184047607047 46.81317738343488)
NDAA428,POINT(-100.6359443692583 47.09179449976285)
NDAA300,POINT(-100.4460820054367 47.77285638706572)
NDAA008,POINT(-98.06112660292021 47.21608684966202)
NDAA464,POINT(-101.3866585293064 46.75069797208814)
NDAA479,POINT(-100.6130031601877 47.88850521160665)
NDAA470,POINT(-100.4046912905393 47.73404332740532)
NDAA462,POINT(-100.4448395415383 46.65699734776788)
NDAA486,POINT(-101.2024981554098 46.79093128940636)
NDAA277,POINT(-102.4615248726889 48.1857314170859)
NDAA329,POINT(-102.2915826924188 48.27180931791403)
NDAA349,POINT(-100.7918888111682 48.99246936884672)
NDAA344,POINT(-100.8821308434051 46.37983475293854)
NDAA538,POINT(-101.6810888443764 48.72835871198502)
NDAA064,POINT(-98.76071273605253 46.82130268633117)
NDAA166,POINT(-101.1345464025268 48.19046862612213)
NDAA273,POINT(-98.11640263877678 47.92699110076563)
NDAA269,POINT(-101.3250329972743 47.11000178233067)
NDAA141,POINT(-101.7521101667404 47.01408213727049)
NDAA159,POINT(-103.2147597938239 47.34313180796887)
NDAA374,POINT(-99.2031111287111 46.08578728726032)
NDAA352,POINT(-100.6186526498337 47.19420830181482)
NDAA126,POINT(-102.8242752011041 46.95038606020764)
NDAA024,POINT(-102.6421229865923 45.95680571629879)
NDAA367,POINT(-99.52269072727655 48.63323350230463)
NDAA516,POINT(-100.0547220930117 48.37069610427876)
NDAA286,POINT(-100.308599347551 47.48331356309904)
NDAA298,POINT(-97.42367030455868 47.84506665546914)
NDAA004,POINT(-97.76971273811382 46.49239662159047)
NDAA084,POINT(-99.54099021793937 47.78285535595302)
NDAA506,POINT(-97.46195622788159 46.40815078724643)
NDAA295,POINT(-99.31958453344076 46.38349091799289)
NDAA010,POINT(-99.42772251445814 48.93310018445737)
NDAA406,POINT(-99.59713371320315 48.55028448116757)
NDAA108,POINT(-99.54627251760265 46.70822619497475)
NDAA528,POINT(-99.39594622064789 46.94267750986044)
NDAA086,POINT(-97.17775976800984 46.2257676595567)
NDAA258,POINT(-96.9526855895832 46.24908749735975)
NDAA185,POINT(-96.9764546672197 46.3431564228618)
NDAA184,POINT(-98.67616659377602 46.52100730870254)
NDAA513,POINT(-97.41212821961132 45.97166140470067)
NDAA194,POINT(-97.51245337639948 48.40712958785562)
NDAA533,POINT(-102.1834830499188 47.82375769040415)
NDAA080,POINT(-97.74937808665517 48.56787367754907)
NDAA138,POINT(-96.74276815074043 46.20692422947069)
NDAA259,POINT(-96.95529824134037 46.83810450560836)
NDAA408,POINT(-98.0271356663735 46.32353807060882)
NDAA035,POINT(-100.2509491102262 48.70130613369768)
NDAA465,POINT(-100.8775059063936 48.20697166904317)
NDAA383,POINT(-101.0990923604832 47.4891919989922)
NDAA067,POINT(-96.85300163599041 46.06904349433373)
NDAA230,POINT(-98.0141659046912 46.32365041553626)
NDAA362,POINT(-97.398274629417 48.17370732805234)
NDAA051,POINT(-100.7089578747237 47.43283575063847)
NDAA193,POINT(-102.6362403656038 46.94565016464292)
NDAA343,POINT(-100.1322670000101 47.71380755231782)
NDAA552,POINT(-100.6455799660808 47.24316990871113)
NDAA390,POINT(-100.6609814495232 46.44542682109024)
NDAA445,POINT(-99.63801454844649 48.13762282972051)
NDAA324,POINT(-99.17485439691843 46.90274956818559)
NDAA049,POINT(-101.1161571097313 46.1178927424064)
NDAA078,POINT(-99.23709199740202 45.98507549515292)
NDAA235,POINT(-101.5483510496477 46.86221470249799)
NDAA431,POINT(-102.0285828677043 47.7189578804674)
NDAA550,POINT(-100.7105407701019 46.51641086200834)
NDAA333,POINT(-103.6024320172456 46.19509146295268)
NDAA487,POINT(-103.364258617315 47.42896603690988)
NDAA463,POINT(-98.91252593988621 48.35232467859403)
NDAA133,POINT(-101.7242701664208 46.73151778668988)
NDAA132,POINT(-102.2924734002195 47.65364264089526)
NDAA242,POINT(-100.9560883213796 48.96557896811554)
NDAA422,POINT(-101.7219129604666 46.58683311996307)
NDAA281,POINT(-104.0275526385602 47.5550310509887)
NDAA429,POINT(-99.37846424655555 46.73025706807195)
NDAA239,POINT(-102.0674098858595 47.01943172606622)
NDAA266,POINT(-102.7848964612537 47.01338185059256)
NDAA123,POINT(-101.4730363422421 48.36767888931998)
NDAA505,POINT(-101.1593261234454 48.97592692582776)
NDAA044,POINT(-102.0079512501521 48.30005965263953)
NDAA545,POINT(-101.642312809912 46.93416778959817)
NDAA181,POINT(-100.8464278106903 46.05737519704508)
NDAA337,POINT(-101.713400812305 48.04184010028582)
NDAA305,POINT(-102.8193431181058 46.72136389941512)
NDAA472,POINT(-102.5082628662507 47.11117076714792)
NDAA376,POINT(-101.5406181805491 47.00150016039751)
NDAA342,POINT(-98.13897218654493 47.03785669031206)
NDAA421,POINT(-102.8134019908445 46.49204527770289)
NDAA494,POINT(-97.57790208983334 48.3286395091706)
NDAA233,POINT(-102.0008215499173 48.34236938493746)
NDAA172,POINT(-100.8220133457214 46.23464834534593)
NDAA347,POINT(-102.408538899167 46.40151415867025)
NDAA498,POINT(-102.663604007454 46.72952117689213)
NDAA400,POINT(-101.7266763189058 47.13629775035232)
NDAA517,POINT(-102.2732215313242 48.83349092910651)
NDAA541,POINT(-102.6792121432662 46.53209009469389)
NDAA407,POINT(-100.220672948541 46.50347651492062)
NDAA247,POINT(-102.8602270221784 46.89197749892289)
NDAA175,POINT(-101.0773825397233 46.87436400109892)
NDAA162,POINT(-102.6933885411372 46.78149444409864)
NDAA026,POINT(-102.7866082453093 48.51398411766476)
NDAA371,POINT(-102.6205789145756 46.73014090798535)
NDAA437,POINT(-103.7022970564365 47.43112199027667)
NDAA063,POINT(-103.1542039737604 46.39124163596911)
NDAA176,POINT(-102.6439463747025 46.56445902454308)
NDAA178,POINT(-103.1176377750564 46.66730160012142)
NDAA041,POINT(-102.9484536394785 47.58177358415143)
NDAA240,POINT(-98.56394636793772 46.29196310562159)
NDAA317,POINT(-98.54816741970677 46.6174533790029)
NDAA414,POINT(-97.62770624451979 46.4696943238992)
NDAA293,POINT(-99.25229252343256 46.52372609627385)
NDAA459,POINT(-99.0097743940168 47.16527623373576)
NDAA364,POINT(-99.26025909351551 47.24545944252812)
NDAA050,POINT(-99.56430587491114 48.66378448029891)
NDAA320,POINT(-97.20472218620225 48.18913386122632)
NDAA060,POINT(-96.84793976726685 47.07876613081051)
NDAA328,POINT(-97.93285966813691 47.04757789681806)
NDAA336,POINT(-98.4698645546267 47.00782598801362)
NDAA212,POINT(-97.82679076155486 46.41692283334603)
NDAA314,POINT(-98.98321912681949 47.30338141918416)
NDAA252,POINT(-98.54530472927068 46.33121180173827)
NDAA331,POINT(-100.9671955481591 47.24213765385711)
NDAA272,POINT(-102.2522694304098 48.0345435633242)
NDAA354,POINT(-101.2976159429448 48.31727449396813)
NDAA001,POINT(-97.18456791074526 46.22330223409859)
NDAA471,POINT(-97.0895592207618 47.5410005459389)
NDAA065,POINT(-96.91266947655176 47.35931738245726)
NDAA097,POINT(-97.5878259849561 48.31102959653262)
NDAA189,POINT(-98.22786702326594 48.196175460454)
NDAA430,POINT(-98.12149109925272 48.19927178570759)
NDAA164,POINT(-98.76281397825402 47.96887733357833)
NDAA140,POINT(-100.9692622173776 47.27261139797866)
NDAA055,POINT(-98.01908912764371 48.6435608556846)
NDAA142,POINT(-97.58353230845076 48.00928631109362)
NDAA034,POINT(-100.1360724566706 46.30564620075162)
NDAA104,POINT(-99.69303338618471 48.10117604876394)
NDAA355,POINT(-99.69206788994305 48.37691603654984)
NDAA221,POINT(-98.4688817284379 48.76930861306982)
NDAA316,POINT(-100.9432392610754 48.37804297107072)
NDAA216,POINT(-99.78953902213095 47.0394990212625)
NDAA156,POINT(-98.33497101751963 46.53211950298313)
NDAA268,POINT(-102.806745936251 47.89499048067788)
NDAA254,POINT(-101.4221554478546 48.42296453870277)
NDAA066,POINT(-101.2713077830236 48.94324196000762)
NDAA340,POINT(-99.14886031816323 48.17784443243784)
NDAA370,POINT(-97.37032964558334 46.50582503175341)
NDAA234,POINT(-100.1205332577985 47.90664115225272)
NDAA315,POINT(-101.0979710022255 48.44752856912851)
NDAA312,POINT(-101.135878702818 48.51023141051524)
NDAA074,POINT(-100.4094869194286 47.45096225405616)
NDAA450,POINT(-101.7110068216529 47.96783481640391)
NDAA351,POINT(-100.1037048087708 47.89337754060091)
NDAA096,POINT(-101.3968558685863 48.89170940272708)
NDAA047,POINT(-98.16614050025295 46.80382419722625)
NDAA145,POINT(-102.9955771032472 48.33287175797999)
NDAA402,POINT(-102.8007329728785 48.86060488089877)
NDAA469,POINT(-102.7527794354877 48.48801299150755)
NDAA553,POINT(-97.66504473367975 47.68577661022886)
NDAA481,POINT(-99.41766504981483 46.04336682246571)
NDAA013,POINT(-99.01181275779285 46.88048844232662)
NDAA202,POINT(-99.50307229237804 48.39334842691807)
NDAA540,POINT(-102.285811125594 48.57259031102031)
NDAA548,POINT(-102.0640393867378 47.75043453139747)
NDAA173,POINT(-101.7422813230894 48.8293290743978)
NDAA158,POINT(-101.4899799215096 48.39128072625805)
NDAA271,POINT(-100.910766293784 46.80891782150886)
NDAA006,POINT(-102.4754225839693 48.08440212882911)
NDAA256,POINT(-101.5115758653789 46.28947390023159)
NDAA500,POINT(-102.5278888440545 48.06315878058122)
NDAA102,POINT(-99.9965505463771 48.94065838179132)
NDAA056,POINT(-100.9554891412985 47.62036582392336)
NDAA310,POINT(-101.8195756862619 48.16234472356413)
NDAA306,POINT(-103.3299284940584 48.06574160926868)
NDAA441,POINT(-103.0046368190071 47.79142994347416)
NDAA197,POINT(-101.8251055952565 48.34535134439147)
NDAA511,POINT(-100.9559987357051 47.17868476606554)
NDAA496,POINT(-101.4453601213675 47.8791461890799)
NDAA170,POINT(-97.22128524413657 47.84090023035686)
NDAA208,POINT(-99.65893154524136 47.68497419273717)
NDAA475,POINT(-101.5849868101478 46.70509618732116)
NDAA081,POINT(-99.68500214887305 47.71147656460354)
NDAA394,POINT(-99.47181150637209 47.70058619356898)
NDAA433,POINT(-99.35420929664969 48.16092116109782)
NDAA232,POINT(-102.5100467839513 48.57191033440998)
NDAA057,POINT(-103.5948160925873 48.86168321300994)
NDAA297,POINT(-103.934171868819 48.5560962888206)
NDAA467,POINT(-103.6662956657162 48.5700711148282)
NDAA029,POINT(-103.1692214677079 47.3187894980198)
NDAA447,POINT(-104.0135389314746 48.35505362520424)
NDAA386,POINT(-103.3089559329089 48.97178213055949)
NDAA163,POINT(-103.1911954966174 46.45461276787427)
NDAA413,POINT(-103.7690322540467 47.91817283365752)
NDAA477,POINT(-102.6349143401377 47.67557308391766)
NDAA458,POINT(-103.4922753606059 48.2457496644961)
NDAA443,POINT(-103.858632726625 47.69573993248098)
NDAA304,POINT(-101.2195150230808 47.01684673709919)
NDAA466,POINT(-98.95526256094921 46.41903109502532)
NDAA497,POINT(-102.0389419245324 48.26359965162869)
NDAA525,POINT(-102.9343358567516 46.27925360286768)
NDAA118,POINT(-103.1297841194314 48.34946603625272)
NDAA039,POINT(-100.0561909187416 48.00184908724038)
NDAA529,POINT(-103.8340814529984 48.6843108599516)
NDAA335,POINT(-100.0908698578684 47.80793581216796)
NDAA238,POINT(-102.8942286067811 46.976091014546)
NDAA493,POINT(-103.575621370075 48.42826307498544)
NDAA260,POINT(-103.5461074995149 47.65327425095848)
NDAA285,POINT(-103.2707421459632 48.04613617887007)
NDAA439,POINT(-103.3696854980494 48.34672945182174)
NDAA147,POINT(-98.77411379486726 48.8811449782575)
NDAA434,POINT(-100.1109595924317 47.23666723397579)
NDAA395,POINT(-98.10501882278099 48.4806893895492)
